WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
2.02,0.01,117.72,156.56,3.12,6.11,16.21,15.37,4.17,100.22,8.91,1.89
1.65,0,156.74,161.05,2.54,8.53,18.09,18.07,3.52,100.21,9.64,2.42
2.3,0.04,151.52,160.41,3.51,8.17,17.92,17.63,4.54,100.14,9.7,2.45
4.69,0,154.61,162.48,7.05,8.3,14.96,14.04,8.95,100.35,7.57,2.56
2.87,0,159.27,163.48,4.46,8.77,15.55,15.35,6.51,100.57,6.71,2.49
2.87,0,162.13,163.04,5.04,8.98,17.27,18.48,8.3,100.58,6.84,2.41
1.45,0,151.2,158.15,2.55,8.25,19.6,22.64,3.91,100.53,7.81,2.3
1.19,0,148.03,155.52,2.15,7.95,21.29,24.58,3.3,100.52,9.16,2.31
0.99,0,150.71,156.83,1.82,8.12,21.91,24.66,2.77,100.45,9.83,2.41
1.62,0,149.29,158.22,2.71,7.92,19.79,21.19,3.75,100.22,9.58,2.4
3.09,0.01,98.31,159.23,4.72,5.07,16.94,16.09,6.06,100.15,8.97,1.72
3.07,0.07,108.2,159.11,4.57,5.6,16.52,15.3,5.65,100.26,8.85,1.84
3.2,0.01,100.45,160.66,4.71,5.19,15.15,13.69,5.76,100.37,7.87,1.78
2.54,0,92.26,159.36,3.77,4.75,15.56,14.25,4.68,100.1,8.06,1.63
1.96,0.06,127.83,157.28,3.08,6.63,16.87,16.1,4.06,100.01,8.85,1.98
2.11,0,119.12,158.84,3.27,6.21,17.43,16.83,4.25,100.25,9.64,1.83
2.2,0.06,113.35,161.8,3.38,5.85,17.19,16.24,4.34,100.28,8.79,1.96
2.12,0.01,140.7,163.05,3.26,7.55,17.23,16.29,4.23,100.13,8.73,2.36
2.11,0,146.18,162.7,3.23,7.97,17.35,16.71,4.25,100.21,8.12,2.34
1.84,0,154.3,161.11,2.94,8.45,18.98,19.01,4.12,100.34,8.18,2.23
1.62,0,155.18,159.38,2.55,8.45,19.48,19.09,3.42,100.34,8.97,2.25
2.54,0,124.61,158.81,3.8,6.69,17.71,16.78,4.9,100.07,8.48,1.98
3.62,0,157.8,160.38,5.41,8.57,17.73,16.62,6.82,100.03,8.54,2.42
3.83,0.03,135.68,162.14,5.72,7.21,16.55,15.21,7.2,100.5,8.24,2.05
3.12,0.01,139.12,162.48,4.68,7.43,16.43,15.43,6.08,100.8,8.3,2.09
2.54,0.01,149.16,159.33,3.76,8.12,17.21,16.14,4.86,100.64,8.42,2.18
2.88,0.05,147.04,160.38,4.3,8.06,16.63,15.59,5.63,100.68,8,2.08
2.91,0,125.23,160.7,4.34,6.63,16.56,15.26,5.52,100.64,8.36,2.03
3.47,0,146.88,162.08,5.2,7.88,16.73,15.7,6.71,100.58,8.48,2.36
3.45,0,148.57,161.55,5.12,7.98,17.08,15.98,6.5,100.39,8.54,2.46
2.97,0.01,140.97,160.95,4.43,7.65,17.3,16.24,5.68,100.22,8.42,2.28
2.03,0.01,109.98,158.17,3.12,5.76,17.67,16.66,4.11,100.3,8.73,1.77
2.7,0.01,131.51,158.5,4.1,7.09,17.26,16.26,5.3,100.51,8.61,2.07
2.85,0,149.09,156.09,4.25,8.1,17.33,16.3,5.41,100.38,8.36,2.29
3.38,0.01,118.72,156.77,4.99,6.26,16.44,15.12,6.23,100.23,8.42,1.92
3.58,0.01,90.02,158.55,5.37,4.55,16.1,14.94,6.8,100.47,8.61,1.53
2.71,0.01,121.52,159.71,4.16,6.21,16.82,15.77,5.49,100.65,8.73,2.2
2.45,0.01,139.91,159.7,3.9,7.27,18.51,17.8,5.34,100.79,9.7,2.47
2.8,0.01,132.57,160.64,4.32,6.8,18.44,17.52,5.7,100.63,9.64,2.39
2.73,0.01,134.77,160.6,4.11,6.98,18.36,17.28,5.22,100.2,9.16,2.45
2.81,0.01,127.09,159.86,4.25,6.63,18.19,17.15,5.53,100.11,8.97,2.31
3.23,0.01,131.76,158.89,4.94,6.99,18.01,17.12,6.58,100.43,9.09,2.29
3.38,0,155.97,159.9,5.24,8.21,18.81,18.23,7.05,100.49,9.4,2.63
3.44,0,146.15,157.55,5.25,7.66,18.44,17.7,6.83,100.16,9.28,2.47
1.67,0,142.41,156.17,2.63,7.5,18.98,18.34,3.44,100.17,9.28,2.32
2.67,0,126.03,155.57,4.08,6.48,17.69,16.59,5.2,100.2,9.4,2.24
2.3,0,119.91,156.85,3.56,6.2,17.36,16.22,4.65,100.2,9.03,2.22
2.29,0,122.02,156.69,3.54,6.34,17.48,16.4,4.62,100.3,8.85,2.25
2.19,0,105.2,154.97,3.38,5.43,17.26,16.25,4.58,100.3,8.61,1.93
2.22,0,122.01,153.88,3.48,6.4,18.64,17.78,4.73,100.36,8.36,2.17
2.86,0,121.17,153.38,4.36,6.39,18.58,17.65,5.79,100.49,8.85,2.12
1.99,0,154.09,155.31,3.09,8.28,19.77,19.15,4.16,100.41,7.93,2.61
2.43,0.01,111.05,151.12,3.66,5.74,18.89,17.79,4.62,100.33,8.3,1.97
2.39,0.07,109.2,154.09,3.59,5.66,18.24,17,4.66,100.58,8.97,1.99
1.51,0.01,131.2,153.2,2.41,7.01,20.22,19.64,3.33,100.51,8.42,2.33
2.45,0.01,136.06,151.86,3.66,7.26,20.17,19.5,4.66,100.25,9.03,2.38
3.95,0.03,134.18,152.93,5.87,7.22,17.95,16.73,7.28,100.24,9.03,2.41
3.55,0,138.46,153.34,5.28,7.47,17.27,15.98,6.61,100.34,8.73,2.43
2.26,0,121.02,152.19,3.45,6.45,18.01,16.85,4.45,100.36,8.79,2.17
3.13,0,104.33,150.64,4.77,5.38,17.62,16.65,6.26,100.55,9.34,1.85
2.66,0,121.09,151.96,4.09,6.33,19.12,18.23,5.52,100.6,9.46,2.1
2.08,0.01,136.17,149.39,3.17,7.23,19.6,18.58,4.14,100.3,9.46,2.26
2.8,0.04,125.2,149.36,4.23,6.53,18.77,17.62,5.4,100.36,9.89,2.12
2.46,0.03,98.18,144.45,3.7,5.18,17.98,16.98,4.75,100.44,9.09,1.76
2.63,0.03,114.48,145.95,3.95,6.09,18.47,17.34,5.02,100.26,9.16,2.05
3.9,0.03,137.67,146.91,5.84,7.45,17.4,16.28,7.39,100.32,8.73,2.39
3.88,0.09,142.77,147.08,5.84,7.75,17.34,16.27,7.49,100.4,8.91,2.3
2.7,0.21,126.44,145.91,4.27,6.59,18.63,17.96,5.77,100.35,9.58,2.02
2.38,0.21,121.45,144.48,3.77,6.35,18.74,17.99,5.2,100.5,9.95,1.89
2.38,0.13,140.2,146.2,3.64,7.51,20.12,19.41,4.91,100.57,9.03,2.16
2.12,0.12,145.32,146.05,3.36,7.84,20.76,20.19,4.67,100.43,9.09,2.34
1.66,0.06,143.81,144.91,2.66,7.79,21.26,20.96,3.73,100.38,9.03,2.34
1.45,0,143.6,144.1,2.43,7.72,22.72,22.96,3.56,100.38,9.03,2.35
1.52,0,142.17,142.66,2.5,7.73,23.24,23.26,3.57,100.2,9.22,2.34
1.87,0,137.05,140.16,2.85,7.47,21.69,20.93,3.59,99.96,9.03,2.26
2.58,0.01,101.85,141.1,3.88,5.35,18.77,17.45,4.91,99.92,10.01,1.8
2.38,0.01,96.12,141.48,3.66,4.96,18.71,17.53,4.83,100.11,9.83,1.71
2.63,0.01,92.52,139.32,3.98,4.81,18.34,17.07,5.15,100.43,9.4,1.6
3.12,0,125.27,140.3,4.72,6.72,18.41,17.41,6.23,100.54,9.22,2.08
2.79,0,132.77,138.84,4.3,7.04,20.51,19.75,5.83,100.3,9.89,2.2
2.24,0.01,119.23,137.57,3.45,6.33,22.32,21.76,4.59,99.78,10.56,1.99
2.01,0.01,103.94,135.88,3.07,5.44,19.5,18.28,3.92,99.85,9.77,1.72
2.14,0,100.95,133.96,3.27,5.2,19.25,18.07,4.27,100.28,9.03,1.67
1.95,0,105.24,134.84,3.07,5.47,20.11,19.17,4.26,100.44,8.97,1.73
1.93,0,116.7,133.19,3.07,6.23,20.71,19.83,4.23,100.18,8.54,1.93
2.27,0,98.92,132.09,3.53,5.09,20.31,19.36,4.67,100.02,8.85,1.69
2.82,0.01,95.88,132.2,4.34,4.85,19.31,18.33,5.66,100.3,10.13,1.68
2.91,0,123.06,133.91,4.55,6.54,19.58,18.85,6.17,100.67,10.56,2.05
2.47,0,111.09,131.51,3.79,5.96,19.73,18.8,5.09,100.56,10.19,1.84
2.45,0,128.43,131.05,3.82,6.92,20.96,20.34,5.3,100.28,9.95,2.09
2.43,0,120.64,130.38,3.8,6.39,21.54,21.05,5.32,100.25,9.64,-999
2.83,0.02,99.48,129.6,4.24,5.16,20.05,19.01,5.52,100.38,10.44,1.71
2.99,0.02,110.07,129.45,4.52,5.84,19.55,18.63,5.98,100.38,9.95,1.89
2.57,0.01,91.09,126.07,3.84,4.76,19.69,18.56,4.98,100.17,9.77,1.58
3.09,0.03,110.41,126.21,4.68,5.87,18.77,17.79,6.11,100.5,9.77,1.8
2.7,0.03,106.07,126.58,4.14,5.69,18.37,17.44,5.62,100.73,9.77,1.7
4.12,0.03,87.76,125.99,6.26,4.59,17.48,16.88,8.35,100.57,9.95,1.45
3.1,0,121.58,125.48,4.75,6.55,18.87,18.2,6.61,100.45,9.16,1.67
3.24,0,122.96,124.77,5.01,6.61,18.44,17.87,6.95,100.28,9.4,1.73
2.62,0,118.58,122.31,4.06,6.38,18.37,17.7,5.79,100.2,9.16,1.59
1.64,0,117.89,121.43,2.68,6.4,19.62,19.54,3.91,100.58,8.61,1.6
0.99,0,121.36,121.73,1.62,6.61,21.05,22.23,2.39,100.56,7.93,1.7
1.14,0,118.27,119.24,1.93,6.47,21.91,23.2,2.86,100.43,7.39,1.68
2.21,0.14,107.59,119.82,3.43,5.83,19.92,19.44,4.7,100.28,9.28,1.63
3.41,0.77,112.81,118.7,5.23,6.13,18.06,17.43,7,100.12,10.07,1.66
2.66,2.47,108.35,116.51,4.12,5.8,17.96,17.48,5.88,100.35,9.46,1.57
1.94,0.07,117.45,117.88,3.04,6.39,17.95,17.27,4.25,100.6,8.54,1.54
2.61,0.74,81.34,115.98,4.13,4.22,18.16,17.8,6.05,100.35,10.01,1.23
1.92,0.02,115.62,116.3,3.01,6.25,18.44,17.79,4.45,100.35,8.54,1.54
1.91,0,113.61,114.01,3.21,6.13,19.67,19.78,4.97,100.35,8.24,1.48
1.67,0,113.34,113.98,2.77,6.1,20.19,20.77,4.09,100.27,7.81,1.52
2.22,0.02,87.21,110.54,3.34,4.62,18.55,18.19,4.38,100.24,9.16,1.25
1.95,0,108.3,111.44,3.23,5.86,20.21,20.48,5.02,100.37,8.24,1.48
1.53,0,110.76,111.12,2.7,6.03,22.19,23.82,4.14,100.36,7.45,1.56
1.05,0,105.52,108.21,1.81,5.62,23.15,25.91,2.91,99.77,9.46,1.53
2.35,0,87.77,107.41,3.82,4.6,20.23,20.02,5.32,100.15,10.8,1.34
3.29,0.1,69.14,106.76,4.92,3.56,17.22,16.05,6.25,100.18,9.28,1.16
4.46,0.17,105.27,106.75,6.63,5.82,16.23,15.36,8.64,99.74,7.08,1.36
2.86,0.05,101.48,104.82,4.3,5.58,14.64,13.69,5.91,100.23,7.26,1.16
2.38,0.03,103.28,104.84,3.57,5.71,14.17,13.28,4.9,100.45,6.77,1.16
1.9,0,103.99,104.52,2.89,5.75,14.62,14.21,3.98,100.44,6.04,1.18
1.47,0.01,103.41,103.87,2.24,5.73,15.55,15.54,3.1,100.53,6.23,1.25
3.1,0.02,102.27,102.93,4.67,5.58,15.06,14.32,6.36,100.49,7.57,1.27
2.38,0,101.93,102.38,3.75,5.67,15.42,15.09,5.43,100.92,6.59,1.22
1.37,0,100.34,100.66,2.24,5.48,16.83,17.97,3.28,100.82,5.92,1.26
1.31,0,93,97.56,2.25,5.1,18.12,19.66,3.44,100.6,5.8,1.2
0.98,0,96.46,97.14,1.69,5.34,18.65,20.05,2.52,100.39,6.59,1.24
1.84,0,86.37,94.99,2.91,4.77,16.73,17.33,4.08,100.06,8.24,1.12
2.91,0,96.39,97.02,4.73,5.44,15.56,15.67,7.12,100.29,4.82,1.12
2.45,0,91.95,93.68,4.12,5.31,15.08,16.62,6.23,100.44,3.23,1.02
1.55,0,88.02,89.3,2.54,5.05,15.19,17.08,3.81,100.49,3.6,0.97
1.09,0,80.88,87.43,1.71,4.67,15.38,16.61,2.4,100.19,4.88,0.9
1.55,0.02,82.89,87.97,2.41,4.71,14.76,14.9,3.25,100.07,6.29,0.89
1.34,0.09,76.35,88.5,2.07,4.22,14.03,14.17,2.75,100.38,7.02,0.83
1.67,0.12,73.66,87.74,2.57,4.06,13.84,13.52,3.5,100.69,7.08,0.85
2.07,0.19,62.21,85.48,3.25,3.36,13.55,13.28,4.6,100.44,8.18,0.84
3.23,0.04,89.43,90.2,5.08,4.89,14.85,14.78,7.33,100.39,7.81,1.02
2.52,0.07,72.52,87.01,3.95,3.91,13.89,13.57,5.62,100.73,8.18,0.88
2.38,0.3,54.99,86.64,3.79,2.87,14.03,13.8,5.59,100.76,8.67,0.76
2.2,0.03,86.63,87.14,3.51,4.61,15.7,15.65,5.12,100.9,7.14,0.98
1.83,0.02,85.27,85.7,3.13,4.64,16.68,18.59,4.65,100.98,6.96,1.01
1.6,0,84.23,84.71,2.84,4.65,17.83,20.88,4.41,100.97,6.16,0.98
1.9,0,82.3,83.37,3.57,4.49,18.62,20.88,5.92,100.51,6.71,0.95
2.16,0,80.35,81.57,3.86,4.45,18.73,21.55,6.08,100.58,4.58,0.95
1.51,0,81.04,81.48,2.85,4.53,18.05,19.71,4.77,100.71,5.07,0.95
1.52,0,79.76,80.93,2.51,4.42,17.07,18.14,3.75,100,6.41,0.9
4.98,0,80.09,81.22,7.98,4.62,14.62,15.26,11.63,100.23,3.3,0.88
1.8,0,79.09,79.83,2.91,4.55,12.99,13.07,4.34,100.62,3.66,0.82
2.29,0,77.2,78.2,3.78,4.28,12.37,12.69,5.77,100.38,4.09,0.76
2.14,0,74.48,75.59,3.45,4.2,11.44,12.34,4.91,100.96,2.75,0.73
1.83,0,72.29,72.99,2.95,4.16,11.96,12.9,4.34,101.21,3.42,0.71
1.07,0,72.51,72.93,1.6,4.22,11.86,14.9,2.12,101.06,4.03,0.75
1.58,0,73.66,74.33,2.5,4.25,12.29,14.64,3.52,100.89,3.66,0.78
0.93,0,73.02,73.6,1.53,4.1,13.83,15.61,2.25,100.54,5.25,0.74
0.98,0,58.72,71.41,1.52,3.24,13.93,15.59,2.16,100.51,5.98,0.62
1.08,0,52.38,69.87,1.7,2.85,13.78,15.05,2.48,100.62,5.86,0.55
1.2,0.01,42.72,68.84,1.8,2.29,13.58,13.65,2.42,100.56,7.02,0.45
0.91,0.02,39.82,67.02,1.38,2.16,12.9,13.1,1.91,100.85,6.9,0.42
1.32,0.02,44.38,66.84,2.07,2.4,12.88,12.78,2.81,101.1,6.29,0.46
1.71,0.01,46.43,66.67,2.66,2.56,12.97,12.87,3.71,100.93,6.9,0.5
1.15,0.01,48.6,67.41,1.84,2.58,13.91,14.23,2.75,100.68,6.71,0.54
0.91,0,56.41,65.59,1.5,3.04,14.93,17.55,2.23,100.64,6.59,0.6
0.95,0,42.56,61.09,1.57,2.33,14.57,15.88,2.35,100.63,6.77,0.48
0.88,0.06,30.12,60,1.35,1.59,13.1,13.51,1.99,100.46,6.84,0.38
1.67,0.06,25.03,61.15,2.66,1.3,12.58,12.54,3.84,100.78,8.06,0.3
1.2,0.11,50.88,63.2,1.96,2.68,13.87,14.14,2.94,101.09,8.36,0.48
1.45,0.02,45.83,63.99,2.31,2.46,13.44,14.22,3.37,100.96,7.32,0.47
1.3,0,62.66,63.01,2.12,3.42,13.92,16.46,3.09,100.73,6.1,0.57
1.57,0,60.21,61.23,2.63,3.31,14.66,15.55,4.07,100.27,7.02,0.55
3.45,0.3,58.88,63.7,5.29,3.24,13.83,13.74,7.38,99.61,7.63,0.52
3,0.04,60.09,61.42,5.02,3.35,13.53,14.12,7.78,99.11,5.49,0.45
1.43,0.01,55.35,58.68,2.27,3.09,11.74,11.94,3.31,100.07,6.29,0.4
1.05,0.17,58.1,58.84,1.64,3.23,11.39,12.19,2.31,101.06,7.08,0.43
1.41,0.01,58.11,58.54,2.22,3.25,11.8,13.05,3.12,101.2,6.1,0.41
1.46,0.2,55.42,57.59,2.26,3.13,11.45,12.37,3.21,100.97,5.98,0.41
3.38,0.07,59.29,59.93,5.19,3.39,11.29,11.16,7.32,100.79,5.37,0.42
3.88,18.04,19.64,57.47,5.93,1.03,9.16,8.81,8.03,99.92,5.8,0.18
2.89,4.98,35.13,57.54,4.29,1.92,8.89,8.18,5.88,98.9,5.43,0.24
2.25,0.45,45.23,56.35,3.34,2.54,7.31,6.43,4.48,99.19,4.94,0.23
2.09,0.34,39.92,53.73,3.11,2.25,7.65,6.95,4.27,99.89,5.25,0.22
4.47,12.51,10.98,56.11,6.73,0.56,8.17,7.58,8.98,100.29,5.92,0.09
3.5,26.35,14.26,54.94,5.45,0.71,11.17,11.63,7.95,100.13,7.93,0.13
2.45,13.76,20.15,53.84,3.88,1.02,11.59,11.94,5.73,100.62,8.12,0.17
2.02,2.8,39.85,51.66,3.27,2.12,11.9,12.1,4.79,100.67,7.93,0.28
2.28,9.45,18.27,52.09,3.5,0.91,10.49,10.57,4.94,100.1,7.69,0.16
1.64,0.46,26.45,52.2,2.68,1.38,10.79,11.15,4.18,100.6,7.93,0.23
3.82,10.17,28.76,52.88,6.14,1.51,13.07,13.77,9.41,100.53,8.42,0.23
3.84,14.4,25.08,53.72,6.2,1.3,12.9,13.58,9.42,100.31,9.09,0.2
1.17,4.1,40.78,53.38,1.96,2.19,11.33,12.07,3.09,100.58,7.87,0.28
0.97,0.1,31.43,53.03,1.49,1.69,10.15,10.82,2.05,101.08,7.2,0.26
1.07,4.25,34.46,52.16,1.55,1.87,10.63,10.89,2.15,101.26,7.02,0.27
1.97,3.87,17.77,49.86,3.13,0.91,12.06,12.3,5.09,101.14,8.48,0.15
1.38,1.72,22.2,48.93,2.5,1.16,12.37,12.93,4.16,101.38,8.97,0.2
1.59,1.48,24.42,48.58,2.48,1.28,11.21,11.72,3.57,101.05,7.87,0.23
3.42,0.62,49.41,53.38,5.12,2.77,10.98,10.58,7.05,100.66,6.71,0.34
2.52,0.11,49.69,53.48,3.72,2.77,9.59,9.62,5.08,101.12,6.1,0.29
2.27,0,51.73,53.16,3.42,2.93,8.33,7.9,4.74,101.52,4.88,0.3
2.71,1.12,32.27,50.95,4.06,1.78,8.48,7.84,5.6,101.04,4.88,0.23
3.12,10.8,24.17,50,4.77,1.27,11.01,11.18,6.76,100.5,7.69,0.16
1.16,1.05,34.1,51.34,1.84,1.81,10.71,11.54,2.67,101.16,7.87,0.22
1.41,0.06,38.45,49.53,2.18,2.1,10.4,11.04,3.05,101.1,7.45,0.25
2.64,0.1,28.02,50.4,4.2,1.51,10.78,11.46,6.54,100.26,7.75,0.2
3.59,12.14,34.95,51.73,5.5,1.9,10.46,10.5,7.62,99.74,7.02,0.22
1.81,0.15,48.46,51.45,2.63,2.76,8.1,7.97,3.52,100.18,5.74,0.26
1.87,0.37,32.8,50.47,2.59,1.78,7.98,8.18,3.34,100.18,6.04,0.22
2.95,4.88,15.19,49.71,4.43,0.8,9.31,8.87,5.99,99.87,6.47,0.11
2.47,0.02,50.86,52.06,3.84,2.91,8.43,8.21,5.52,100.34,5.25,0.26
2.14,0.01,48.91,52.21,3.25,2.8,7.58,8.68,4.44,100.77,5.37,0.24
1.38,0.04,51.03,52.36,1.98,2.85,8.23,9.45,2.59,101.03,5.8,0.28
1.75,10.21,15.43,49.71,2.62,0.8,9.97,10.43,3.73,100.78,7.57,0.12
2.26,1.14,50.41,50.98,3.48,2.84,9.59,9.5,4.9,100.93,6.59,0.24
1.48,0.06,45.89,52.41,2.33,2.55,9.2,10.26,3.32,101.01,6.41,0.24
2.25,0.08,32.31,53.31,3.41,1.7,10.49,10.83,4.78,100.91,7.75,0.21
1.96,0.01,50.95,54.03,3.02,2.86,10.19,11.11,4.17,100.93,7.14,0.3
1.72,0.04,47.16,52.45,2.74,2.68,9.3,10.23,3.94,101.18,6.9,0.3
2.16,0.78,43.98,52.28,3.33,2.48,10.23,10.22,4.9,101.78,6.9,0.28
2.68,0.01,54.72,55.44,4.16,3.06,9.23,9.19,5.95,102.26,6.35,0.32
1.3,0,54.57,55.41,1.92,3.05,8.44,9.47,2.63,102,5.43,0.31
1.76,0.4,48.3,54.24,2.6,2.73,8.46,8.74,3.64,101.19,6.47,0.29
2.33,0.48,38.66,55,3.53,2.11,9.51,9.4,5.02,100.91,6.71,0.24
2.8,6.1,42.6,54.2,4.23,2.4,9.41,9.72,5.79,100.78,6.59,0.23
1.62,0.24,53.37,55.03,2.41,3,8.9,9.16,3.38,101.44,6.35,0.29
3.01,0.56,52.11,56.16,4.6,2.93,9.78,9.69,6.55,101.31,6.29,0.3
2.62,0.41,45.13,57.11,3.96,2.47,8.48,8.19,5.59,101.14,6.1,0.26
2.77,1.33,49.38,57.13,4.2,2.7,9.8,9.68,5.77,101.04,6.47,0.29
2.8,0.75,49.12,56.26,4.23,2.76,8.89,8.77,5.88,101.16,5.74,0.27
1.81,0.71,39.2,57.05,2.61,2.13,7.98,8.13,3.62,100.62,5.8,0.23
4.05,21.04,22.43,58.85,6.16,1.17,8.9,8.76,8.39,100.03,6.29,0.16
1.31,0.24,50.3,57.6,1.88,2.81,7.8,8.17,2.49,101.4,5.37,0.32
1.98,0,48.41,57.86,2.98,2.73,8.13,7.32,4.21,101.57,5.13,0.37
2.51,0.01,31.2,60.13,3.78,1.68,7.9,7.06,5.19,100.98,5.55,0.29
1.66,0.08,32.15,56.06,2.62,1.71,9.15,8.83,3.91,100.7,6.71,0.28
2.46,5.56,24.34,59.94,4.03,1.22,10.55,10.97,6.25,100.87,7.87,0.23
0.82,0.42,53.82,60.88,1.23,2.9,10.4,11.65,1.7,101.26,6.35,0.41
1.48,0.08,35.82,62.36,2.33,1.86,9.16,9.82,3.3,101.19,7.08,0.34
0.94,0.23,50.75,61.87,1.57,2.73,10.66,11.85,2.21,101.02,8,0.4
0.98,2.52,42.45,63.17,1.7,2.21,12.19,12.84,2.72,100.93,8.54,0.34
2.32,2.46,51.21,63.68,3.77,2.82,11.24,11.41,5.73,101.23,7.63,0.39
1.9,0.09,48.38,66,3.06,2.61,10.39,10.58,4.46,101.73,7.32,0.37
2.07,0.87,38.34,65.53,3.34,2.03,10.22,10.48,5.06,101.55,7.45,0.3
2.24,0.04,55.93,66.06,3.54,3.03,10.31,10.39,5.12,101.4,7.08,0.41
1.73,0.1,47.65,67.98,2.8,2.51,11.71,12.21,4.22,101.38,8.06,0.38
0.95,0,61.58,65.35,1.51,3.42,11.37,13.55,2.12,101.52,7.45,0.46
1.3,0.02,56.31,67.55,2,3.09,11.63,12.66,2.91,101.38,7.81,0.45
4.86,0.02,65.02,71.27,7.35,3.68,9.8,9.23,9.78,100.9,5.49,0.51
3.48,0,71.88,72.66,5.35,4.1,7.76,7.12,7.51,101.11,3.97,0.52
2.74,0,68.69,72.84,4.23,3.9,7.42,7.3,5.89,101.44,4.03,0.48
1.64,0,71.34,73.05,2.55,3.89,9.18,9.87,3.55,101.36,5.92,0.53
1.44,0.01,72.56,73.56,2.4,4,9.93,11.2,3.55,101.1,7.08,0.63
1.56,0.03,68.84,74.67,2.46,3.85,10.18,10.82,3.6,100.97,6.84,0.62
2.8,0.01,74.34,76.09,4.34,4.2,10.39,10.33,6.34,100.76,6.04,0.61
5.14,0,77.02,77.74,8.12,4.4,10.1,10.48,11.52,100.79,4.27,0.62
2.32,0,77.61,78.02,4.08,4.46,10.76,11.59,6.59,100.71,5.37,0.59
1.71,0,78.33,78.62,3.3,4.41,11.63,13.55,5.59,100.77,5.98,0.62
1.25,0,76.37,77.98,2.09,4.29,10.64,13.08,3.05,100.69,6.04,0.67
1.81,0.02,44.25,78.06,2.63,2.34,9.52,9.25,3.45,100.79,6.35,0.47
1.16,0.01,67.3,78.15,1.76,3.7,10.65,10.76,2.53,100.89,6.1,0.6
1.51,0.01,76.46,79.93,2.24,4.18,10.54,10.87,3.12,101.14,6.84,0.7
2.56,0.1,74.03,81.85,3.98,4.02,11,10.84,5.59,101.16,6.96,0.71
2.15,0.02,78.37,82.82,3.82,4.47,11.35,12.28,6.23,100.82,5.55,0.73
1.42,0,83.79,84.2,2.35,4.79,10.78,11.75,3.54,100.69,5.43,0.76
1.18,0.01,82.14,84.34,1.79,4.64,10.39,11.05,2.42,100.86,6.16,0.75
0.91,0,75.36,81.25,1.53,4.24,11.27,12.32,2.23,100.96,6.1,0.7
1.52,0,69.8,82.19,2.71,3.85,11.98,13.4,4.11,100.71,6.29,0.66
2.26,0,54.91,81.42,3.41,2.96,11.4,11.84,4.47,100.58,6.47,0.59
2.84,0,70.3,87.23,4.27,3.76,11.53,11.08,5.88,101.48,6.96,0.75
2.19,0,90.12,91.16,3.67,5.07,11.65,12.04,5.7,101.65,5.86,0.91
1.81,0,91.88,92.39,3.23,5.07,12.74,14.55,5.35,101.43,5.92,0.94
1.26,0,91.05,91.41,2.09,5.01,12.42,14.64,3.02,101.48,6.65,0.98
1.18,0,83.81,89.48,1.91,4.7,12.62,15.52,2.71,101.22,6.65,0.95
1.43,0,62.28,86.95,2.29,3.35,12.73,13.78,3.24,100.91,6.65,0.76
4.2,0,89.07,93.96,6.28,4.99,11.15,10.37,8.16,100.69,5.98,0.98
3.17,0.02,68.41,92.67,4.95,3.72,10.2,10.05,7.27,100.49,4.76,0.76
3.46,0,97.35,98.11,5.8,5.48,11.91,12.51,9.03,100.8,5,0.9
1.6,0,97.7,98.18,2.91,5.38,13.18,14.75,4.66,100.64,6.71,1.05
0.9,0,94.64,95.69,1.54,5.31,13.48,15.26,2.37,100.71,6.9,1.04
1.64,0.1,52.93,94.93,2.55,2.81,11.35,10.69,3.5,100.92,6.84,0.71
2.22,0.1,54.38,97.05,3.31,2.81,10.75,10.02,4.44,100.53,6.23,0.73
2.15,2.37,68.12,100.63,3.18,3.6,10.34,9.6,4.24,100.35,6.1,0.85
1.46,0.05,66.59,99.19,2.09,3.49,10.54,10.41,2.7,100.54,5.68,0.77
1.62,0.03,77.55,98.68,2.6,4.13,12.07,12.26,3.89,100.83,6.23,0.8
1.65,0.21,78.76,99.1,2.74,4.23,13.29,14.01,4.26,100.63,6.53,0.76
1.29,0.13,100.48,103.39,2.09,5.45,13.54,13.9,2.91,100.71,7.57,0.95
1.68,0.03,90.24,105.18,2.66,4.84,13.74,14.01,3.75,100.1,7.39,1.02
3.09,0.31,68.04,104.88,4.66,3.58,12.04,11.48,6.02,99.77,7.14,0.93
2.74,11.16,52.36,104.7,4.05,2.64,10.3,9.23,5.59,100.41,6.1,0.72
2.94,7.23,71.87,108.79,4.34,3.84,9.86,9.29,5.81,100.38,5.49,0.81
1.38,6.04,92.91,108.98,1.9,5.09,8.69,7.52,2.36,100.31,4.88,0.92
1.3,1.2,82.48,108.95,1.86,4.49,9.38,8.74,2.41,100.41,5.07,0.85
1.8,2.02,61.89,107.45,2.55,3.28,9.47,9.12,3.36,100.14,5.92,0.73
1.27,0.37,97.49,106.15,1.84,5.41,10.55,10.41,2.38,100.64,5.8,1.01
1.3,0.08,100.96,110.12,1.89,5.6,10.88,11.66,2.47,101.12,6.04,1.05
1.25,0.21,82.81,110.6,1.9,4.47,11.71,12.27,2.53,101,6.23,0.91
1.67,1.25,79.16,113.4,2.58,4.19,12.4,12.56,3.65,100.7,7.14,0.92
