WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
3.17,0.21,42.09,113.02,4.73,2.12,11.44,10.46,6.33,100.83,6.47,0.59
2.84,3.53,67.1,116.55,4.25,3.54,10.66,9.96,5.89,100.93,6.23,0.93
2.55,1.05,106.62,115.86,3.77,5.91,9.7,8.48,5.02,100.73,5.31,1.19
2.17,0.2,108.91,115.99,3.2,6.08,10.49,9.15,4.41,100.73,5,1.09
3.04,0.02,84.84,117.35,4.54,4.58,11.11,10.04,6.04,101.02,5.92,0.98
1.66,2.01,64.01,100.91,2.45,3.33,11.28,10.72,3.38,101.07,6.71,0.83
2.04,1.57,82.86,115.24,3.09,4.42,11.73,11.19,4.27,100.94,6.96,1.03
2.2,0.07,100.37,118.17,3.34,5.37,12.26,11.65,4.54,101.43,7.14,1.23
2.65,0.08,107.12,122.89,4.05,5.65,13.27,12.69,5.5,101.09,7.57,1.41
3.4,0,127.36,126.69,5.05,7.04,12.02,11.08,6.67,100.5,5.37,1.58
3.11,0,129.21,128.32,4.72,7.22,11.85,11.15,6.52,100.8,4.94,1.55
3.19,0.01,126.86,127.8,4.7,6.91,11.8,10.7,6.14,100.65,5.55,1.5
3.27,9.48,52.32,122.04,4.97,2.57,11.06,10.61,6.8,100.01,7.32,0.77
3.15,13.54,73.76,127.81,4.71,3.79,10.78,10.33,6.28,99.44,6.59,1
0.77,4.13,47.87,125.55,1.03,2.31,9.45,9.24,1.25,100.16,5.43,0.59
1.59,0.15,125.1,126.91,2.34,6.96,11.69,11.45,3.11,100.8,5.98,1.2
1.46,0.17,65.51,119.41,2.21,3.39,12.8,12.14,2.82,100.41,7.26,0.82
1.44,0.22,79.12,125.74,2.2,4.11,13.28,13.1,3.09,100.61,7.39,1.1
2.27,0.11,118.15,126.32,3.41,6.37,13.1,12.4,4.46,100.72,7.57,1.47
2.08,0.28,58.22,130.41,3.07,2.92,13.32,12.15,3.88,100.62,7.39,0.92
1.76,0.12,75.37,127.87,2.62,3.98,14.28,13.3,3.4,100.61,7.57,1.09
1.62,0.04,130.53,134.32,2.5,7.25,14.62,14.2,3.62,100.95,6.84,1.56
2.08,0.01,136.89,137.28,3.4,7.62,15,15.1,5,101.18,6.16,1.63
1.5,0.02,127.89,136.14,2.26,6.97,15.65,15.55,2.92,100.63,7.63,1.57
2.13,0.08,78.88,132.82,3.13,4.11,14.42,13.12,3.94,100.15,7.45,1.17
2.45,0.02,66.05,132.02,3.61,3.37,12.73,11.62,4.71,100.36,6.84,0.98
2.23,0.03,99.83,134.73,3.3,5.36,13.75,12.8,4.44,100.71,6.59,1.37
2.1,0.01,103.74,134.02,3.08,5.64,13.72,12.51,4.02,100.77,6.47,1.41
2.8,0,109,135.31,4.11,5.83,13.33,12.2,5.36,100.91,6.47,1.54
3.25,0.01,124.12,138.14,4.84,6.7,14.42,13.46,6.27,101.26,7.2,1.66
2.76,0,133.07,140.47,4.27,6.99,15.9,15.34,5.84,101.38,8.3,1.89
2.88,0.01,133.87,142.84,4.45,7.05,16.9,16.53,6.05,101.1,8.12,2.05
2.58,0,145.25,144.43,4.03,7.8,17.73,17.66,5.56,100.8,8.24,2.22
2.8,0,122.98,141.17,4.35,6.61,16.94,16.76,5.85,100.63,8.48,2.04
3.38,0.03,134.71,143.13,5.16,7.27,15.65,15,6.84,100.59,7.45,2.11
3.25,0,140.16,144.97,5.06,7.35,16.59,16.2,6.96,100.85,8.12,2.12
2.28,0.01,131.53,145.48,3.55,6.87,18.01,17.58,4.77,100.69,8.79,2.18
3.52,0.07,95.15,141.36,5.31,4.94,14.66,13.98,6.91,100.59,8.18,1.62
3.54,0.02,134.37,147.93,5.41,7.23,15.11,14.45,7.21,100.79,6.77,2.23
2.78,0.01,143.46,145.02,4.34,7.77,15.35,14.64,5.95,100.73,7.02,2.16
2.35,0.05,106.87,146.14,3.73,5.58,14.42,13.95,5.24,100.87,8.3,1.71
2.77,0,150.1,149.57,4.22,8.31,14.48,13.49,5.66,101.05,6.23,2.13
2.26,0,148.38,148.94,3.53,8.23,14.95,14.41,4.93,101,6.23,2.06
3.04,0.03,130.92,149.09,4.8,7,15.73,15.15,6.55,100.99,7.69,2
2.8,0,151.63,151.34,4.52,8.41,16.58,16.61,6.55,100.99,6.41,2.35
2,0,150.33,151.07,3.32,8.29,17.85,18.27,4.88,100.39,6.23,2.27
1.78,0,129.42,147.77,2.84,7.11,18.54,18.58,3.91,100.12,7.32,2.08
2.58,0.01,104.43,148.3,3.95,5.62,15.95,14.98,5.18,100.22,7.87,1.8
2.56,0.22,126.04,147.76,3.95,6.9,14.46,13.48,5.2,100.28,7.14,2.05
2.7,2.56,80.69,151.17,4.3,4.1,14.43,14.15,6.31,100.3,8.48,1.31
2.63,1.52,111.21,146.98,4.11,5.91,14.24,13.58,5.77,100.46,7.93,1.64
2.25,0.98,84.7,149.01,3.55,4.33,13.91,13.58,5.05,100.67,8.24,1.35
2.13,0.18,86.95,149.38,3.38,4.43,14.65,14.13,4.73,100.88,8.3,1.4
2.87,0.04,150.7,153.51,4.38,8.06,16.21,15.32,5.73,100.79,7.57,2.22
2.72,1.02,128.77,154.41,4.2,6.84,15.77,15.25,5.65,100.32,8.61,2.14
2.9,3.9,120.08,151.92,4.57,6.36,16.6,16.18,6.59,99.94,9.34,1.9
2.76,4.81,147.8,155.56,4.1,7.91,15.19,14.26,5.55,100.24,7.87,2.05
3.04,0.36,149.2,155.2,4.51,7.98,15.98,14.89,5.89,100.62,7.57,1.94
2.51,0.06,136.96,154.09,3.7,7.36,16.56,15.24,4.8,100.85,7.75,1.89
2.81,0.01,152.05,156.18,4.26,8.23,16.91,15.91,5.55,100.56,7.81,2.13
3.16,0,154.27,157.43,4.75,8.46,16.37,15.54,6.29,100.3,6.65,2.09
2.52,0.01,159.73,159.02,3.93,8.74,17.19,16.63,5.4,100.39,6.35,2.15
1.95,0.1,159.17,158.59,3.04,8.5,18.86,18.41,4.14,100.36,7.45,2.27
1.69,0.15,160.27,159.51,2.69,8.43,20.84,20.99,3.61,100.18,8.3,2.41
1.63,0.01,161.06,160.12,2.66,8.53,21.69,21.57,3.65,100.11,8.97,2.46
2.34,0.02,149.63,159.8,3.62,8.02,20.33,19.51,4.73,100.13,8.97,-999
2.38,0.05,112.53,159.41,3.62,5.78,18.33,17.03,4.54,100.2,8.42,1.98
2.73,0.1,102.36,156.14,4.16,5.21,16.47,15.26,5.22,100.16,8.61,1.9
1.98,1.39,91.84,155.18,3.2,4.72,17.1,16.62,4.59,100.27,8.97,1.69
2.32,0.16,99.39,148.15,3.48,5.14,16.24,15.05,4.27,100.46,8.18,1.62
2.03,0.04,144.25,155.12,3.05,7.62,17.77,16.69,3.92,100.49,8.06,2.3
1.59,0.05,154.93,154.9,2.55,8.23,21.01,20.98,3.48,100.43,8.24,2.23
1.94,0.01,161.15,160.38,3.09,8.55,21.37,21.14,4.13,100.3,8.24,2.44
2.41,0.04,162.73,161.71,3.66,8.76,20.64,19.67,4.55,99.75,8.24,2.52
4.68,0.03,126.2,160.23,6.96,6.59,16.51,14.95,8.48,99.78,7.81,2.02
4.78,0.01,160.95,162.25,7.2,8.66,15.91,14.62,9.11,100.41,7.32,2.38
4.19,0,163.52,162.7,6.27,8.87,15.87,14.73,8.2,100.88,6.65,2.22
2.73,0,162.25,162.43,4.22,8.86,17.43,16.59,5.78,101.12,5.98,2.34
2.01,0.01,164.66,163.61,3.15,8.85,19.63,19.04,4.3,100.94,7.02,2.62
2.24,0.01,140.5,161.55,3.54,7.46,20.13,19.54,4.83,100.6,8.06,2.37
2.87,0.02,142.73,162.62,4.42,7.58,18.57,17.72,5.67,100.47,8.61,2.34
3.79,0.02,132.08,159.28,5.77,6.98,16.37,15.33,7.48,100.66,8.24,2.05
2.97,0.01,158.37,159.64,4.55,8.39,16.45,15.33,6.02,100.72,7.69,2.16
2.29,0.03,126.59,159.68,3.59,6.64,18.51,17.57,4.75,100.54,8.61,2.08
4.05,0.01,136.94,160.2,6.16,7.16,17.36,16.64,8,100.55,8.3,2.24
3.77,0,164.95,164,5.71,8.86,17.82,16.96,7.6,100.51,7.32,2.64
2.66,0,163.22,163.29,4.34,8.9,19.69,19.61,6.31,100.41,6.29,2.54
1.62,0,163.55,162.55,2.7,8.88,20.94,21.05,3.81,100.19,6.41,2.59
2.36,0.03,123.2,161.69,3.67,6.55,18.29,16.94,4.66,100.24,8.18,2.07
2.71,0.14,113.95,161.68,4.16,6.02,17.96,16.74,5.38,100.41,8.54,1.94
2.93,0.15,132.09,161.94,4.37,6.84,19.19,17.9,5.48,100.31,8.91,2.25
2.12,0.1,126.48,161.25,3.28,6.59,18.8,17.35,4.02,100.34,8.48,2.29
2.37,0.19,120.22,158.88,3.7,6.23,18.17,16.92,4.68,100.2,8.67,2.15
2.31,0.14,128.66,159.24,3.57,6.73,19.39,18.14,4.56,99.83,8.97,2.27
2.07,0.01,132.87,160.61,3.16,6.98,19.33,17.87,3.81,99.81,8.85,2.36
2.45,0.01,121.16,157.91,3.8,6.26,18.88,17.52,4.71,100.12,8.79,1.93
3.28,0.01,110.04,160.21,5.02,5.68,17.57,16.08,6.21,99.91,8.67,1.91
3.41,0.01,157.84,162.92,4.98,8.49,17.84,16.44,6.08,99.56,7.87,2.58
2.32,0.13,161.33,161.6,3.62,8.74,19.55,18.95,4.88,100.09,7.08,2.44
2.24,0.45,160.87,162.2,3.38,8.61,19.4,18.17,4.3,100.19,8.06,2.45
2.41,0.01,129.73,160.83,3.53,6.89,18.48,16.73,4.28,99.92,8,2.19
2.46,0.01,130.41,159.89,3.67,6.96,17.3,15.58,4.51,100.11,8.12,2.22
2.71,0.01,131.08,159.14,3.99,7,17.36,15.72,5.02,100.55,7.87,2.26
2.51,0,163.47,162.77,3.84,8.76,20.07,19.03,5.09,100.57,7.39,2.73
3.39,0,163.86,163.15,5.09,8.91,19.77,18.57,6.42,100.44,7.39,2.88
4.46,0,164.12,163.3,6.65,8.89,18.15,16.87,8.34,100.32,7.57,2.98
2.84,0,161.24,162.07,4.3,8.73,19.49,18.44,5.57,100.3,7.26,2.86
2.4,0,155.9,160.68,3.63,8.32,19.4,18.18,4.56,100.11,7.75,2.71
2.16,0.01,154.47,159.93,3.32,8.28,20.52,19.56,4.41,100.14,7.57,2.72
2.66,0,136.41,160.05,4.01,7.31,20.14,18.86,5.06,100.46,7.81,2.52
2.73,0,160.72,160.77,4.12,8.61,19.94,18.68,5.37,100.51,7.45,2.88
2.75,0,158.93,161.02,4.18,8.6,20.52,19.37,5.34,100.21,7.57,2.87
3.04,0,123.05,159.68,4.48,6.44,18.7,17.06,5.45,100.08,8.54,2.29
2.44,0,116.04,158.72,3.68,6.06,17.64,16.02,4.51,100.29,8.36,2.11
2.38,0.02,123.14,154.33,3.68,6.46,18.01,16.68,4.57,100.28,8.61,2.17
2.5,0.02,107.73,150.31,3.83,5.56,17.56,16.17,4.79,100.23,8.48,1.89
2.49,0.02,109.3,154.41,3.84,5.65,17.37,16.04,4.91,100.42,8.67,-999
2.16,0.01,123.42,156.42,3.4,6.44,18.41,17.28,4.4,100.51,8.54,2.19
2.56,0.02,107.25,155,3.95,5.5,17.8,16.46,4.94,100.5,8.73,2.03
2.94,0.01,98.58,154.57,4.46,5.07,17.28,15.8,5.51,100.43,8.24,1.92
2.63,0.02,112.46,152.52,3.96,5.84,16.55,15.12,5.04,100.11,8.48,2.11
2.45,0.01,122.94,152.88,3.73,6.45,16.94,15.52,4.84,100.01,8.67,2.22
2.48,0,115.18,152.39,3.77,6.01,17.54,16.15,4.82,100.12,8.61,1.98
2.99,0.01,111.15,152.49,4.42,5.81,17.67,16.07,5.48,100.19,8.61,1.91
2.26,0.02,114.99,151.61,3.45,6.12,17.56,16.15,4.5,100.25,8.3,1.98
2.41,0.02,111.32,151.07,3.7,5.75,18.24,16.91,4.72,100.34,8.48,1.97
2.69,0.01,113.16,152.74,4.11,5.86,18.32,17.01,5.17,100.28,8.36,2.12
2.68,0.01,111.26,152.3,4.07,5.76,18.46,17.08,5.19,100.21,8.24,2.12
2.59,0.02,107.04,152.54,3.94,5.6,18.22,16.83,5.14,100.26,8.24,-999
2.76,0.01,106.18,152.61,4.19,5.59,18.04,16.66,5.44,100.53,8.36,1.99
3.27,0,117.91,152.21,4.97,6.31,18.36,17.26,6.52,100.53,8.42,2.1
3.02,0,130.18,151.12,4.55,6.9,18.99,17.83,5.92,100.53,8.73,2.24
2.88,0,123.95,150.84,4.34,6.53,19.39,18.23,5.65,100.52,8.54,2.18
3.17,0.01,135.51,150.25,4.83,7.08,20.13,19.22,6.33,100.5,8.91,2.38
3.21,0.02,105.93,150.52,4.8,5.46,18.76,17.56,6.12,100.37,9.09,1.87
3.59,0.01,87.52,149.08,5.42,4.48,17.44,16.32,6.97,100.29,9.09,1.59
2.33,0,136.37,148.25,3.55,7.13,18.74,17.61,4.65,100.21,8.61,2.23
2.1,0,130.33,147.77,3.22,6.8,19.23,17.93,4.04,100.29,8.61,2.15
2.12,0,123.59,144.13,3.23,6.49,19.07,17.64,4.07,100.39,8.91,1.98
1.89,0.01,110.8,142.24,2.99,5.77,19.84,18.7,3.81,100.3,8.67,1.77
2.3,0.01,99.41,141.39,3.59,5.14,19.08,17.87,4.57,100.25,8.79,1.65
2.58,0.04,100.51,143.2,4.02,5.18,17.97,16.73,5.23,100.3,8.79,1.71
2.13,0.03,114.7,143.12,3.3,6.1,18.19,16.92,4.55,100.25,8.36,1.92
1.8,0,139.8,141.17,2.95,7.51,20.53,19.86,4.1,100.26,7.81,2.2
1.45,0.01,124.11,141.27,2.48,6.4,25.15,25.73,3.43,100.17,7.75,2.22
1.89,0.13,143.42,143.09,3.13,7.44,23.51,23.31,4.16,100.16,9.28,2.53
1.99,0.55,97.66,138.88,3.3,4.94,23.05,23.19,4.61,100.25,9.28,1.85
2.45,0.17,83.63,133.52,3.82,4.17,22.44,22.28,5.09,100.36,9.58,1.56
2.35,0.18,123.23,128.52,3.71,6.53,22.87,22.59,5.02,100.38,9.28,2.06
3.21,0,133.29,133.94,5.08,7.04,22.73,22.64,6.88,100.25,7.39,2.2
3.19,0,123.62,130.16,4.84,6.67,19.26,18.7,6.41,100.08,8.97,2.08
2.85,0,116.1,128,4.52,6.15,20.98,20.76,6.37,100.02,10.07,1.94
2.02,0,107.83,123.86,3.14,5.74,20.32,19.69,4.34,100.08,9.46,1.73
2.35,0.01,86.24,112.24,3.62,4.6,19.78,18.76,4.73,100.1,8.79,1.37
2.09,0,97.82,123.02,3.22,5.09,19.55,18.75,4.12,100.05,8.79,1.61
2.42,0.01,92.11,126.05,3.69,4.72,19.15,17.9,4.54,100.1,9.22,1.59
2.92,0.01,77.16,126.41,4.31,4.01,18.05,16.6,5.3,99.96,8.91,1.31
2.23,0.12,86.46,132.25,3.34,4.54,17.52,16.06,4.27,99.95,8.61,1.45
2.12,0.04,82.15,124.02,3.25,4.34,17.17,16.1,4.22,99.95,8.73,1.35
2.2,0.01,78.42,114.72,3.31,4.15,16.73,15.6,4.35,100.08,8.73,1.27
1.72,0.01,81.43,110.81,2.65,4.43,16.81,15.8,3.48,100.05,8.48,1.28
1.69,0.01,78.53,107.12,2.58,4.29,17.14,16.27,3.28,100.03,8.48,1.22
2.05,0.01,70.63,99.18,3.17,3.87,16.8,15.83,4.12,100.36,8.79,1.05
2.33,0.01,82.49,109.07,3.59,4.46,16.73,15.78,4.81,100.66,8.85,1.3
2.97,0,87.53,116.85,4.51,4.66,17.23,16.3,5.88,100.63,8.97,1.41
3.02,0,119.19,123.77,4.6,6.34,18.76,18.01,6.16,100.49,8.54,-999
1.23,0,122.59,122.02,2.02,6.58,21.94,22.8,2.91,100.41,7.2,1.85
1.2,0,120.92,120.47,2.09,6.41,25.55,27.62,3.13,100.3,7.39,1.79
1.95,0,118.77,118.9,3.2,6.37,23.44,24.04,4.48,99.86,8.3,1.78
2.28,0,90.8,118.89,3.79,4.84,22.58,23.13,5.7,99.47,6.77,1.51
1.16,0,71.35,101.41,1.73,3.87,18.6,17.87,2.34,99.96,8.42,1.02
1.12,0,63.17,91.12,1.71,3.44,16.85,16.23,2.22,100.58,8.85,0.82
1.66,0,63.05,82.55,2.62,3.61,17.07,16.8,3.68,100.6,8.79,0.74
1.54,0,55.91,79.9,2.43,3.2,18.06,17.8,3.51,100.3,8.36,0.66
2.37,0.01,55.98,83.25,3.59,3.17,16.93,16.16,4.85,100.31,8.85,0.77
2.28,0.01,75.55,87.73,3.5,4.41,16.74,16.04,4.91,100.57,8.73,0.98
1.8,0.01,84.62,92.48,2.99,4.79,17.69,17.35,4.43,100.74,9.7,1.17
1.76,0.01,91.04,97.59,3.01,5.04,19.14,18.88,4.48,100.62,10.93,1.34
2.23,0,86.4,107.13,3.6,4.56,19.53,19.08,5.19,100.46,10.5,1.4
2.21,0.01,99.07,113.94,3.57,5.24,18.58,18.08,5.21,100.53,10.56,1.53
1.88,0.01,102.02,112.49,3.02,5.47,19.67,19.26,4.48,100.42,9.64,1.45
1.5,0,91.2,103.88,2.35,4.94,20.43,20.43,3.3,100.16,8.3,1.3
2.41,0.01,100.16,105.97,3.66,5.45,18.91,18.3,4.79,100.24,9.09,1.37
3.02,0.01,109.88,112.03,4.55,5.88,18.49,17.69,5.98,100.6,9.03,1.48
2.54,0.02,112.9,112.8,4.02,5.9,19.02,18.48,5.7,100.74,9.64,1.52
2.78,0.07,103.09,110.93,4.45,5.37,19.22,18.87,6.4,100.58,10.38,1.45
2.89,0.03,108.3,109.46,4.41,5.81,18.83,18.13,6.03,100.54,9.03,1.46
2.54,0.02,103.84,108.48,4.04,5.45,21.03,21.01,5.84,100.54,9.58,1.46
1.86,0,101.82,101.54,3.19,5.53,22.1,24.86,5.02,100.14,7.08,1.37
1.57,0,75.53,85.54,2.86,4.2,22.16,23.87,4.61,100.27,6.29,0.98
1.4,0,63.39,90.21,2.26,3.44,18.8,18.54,3.12,100.63,8.36,0.88
1.71,0,76.28,88.48,2.79,4.21,20.71,20.92,4.19,100.71,8.36,0.99
1.04,0,58.68,63.04,1.84,3.6,20.51,22.51,2.86,100.46,7.39,-999
1.23,0,60.9,62,2.09,3.74,20.65,22.57,3.16,100.34,7.02,0.65
2.03,0,61.92,69.11,3.4,3.62,20.58,21.69,5.2,100.24,7.08,0.75
2.07,0,66.88,94.48,3.27,3.6,18.57,18.05,4.71,100.39,8.61,0.99
1.25,0,69.94,92.48,1.98,3.88,18.76,19.3,2.73,100.56,6.41,1.02
1.34,0,61.39,87.63,2.11,3.39,18.26,18.23,2.9,100.47,6.96,0.89
2.3,0.02,54.8,82.25,3.52,3,16.65,15.79,4.79,100.3,8.48,0.76
2.27,0.07,51.82,84.42,3.5,2.77,15.51,14.83,4.8,100.36,8.97,0.78
1.48,0.05,70.32,91.85,2.42,3.69,16.15,15.51,3.48,100.4,9.22,1.05
1.95,0.1,50.14,92.42,3.12,2.56,16.32,16.13,4.49,100.47,10.31,0.77
2.43,0.02,95.16,94.77,3.87,5.13,17.69,17.59,5.62,100.78,7.57,1.23
1.86,0,94.26,93.86,2.94,5.08,18.63,18.76,4.16,100.81,7.69,1.19
1.94,0,93.98,93.46,3.13,5.05,19.82,20.54,4.61,100.76,7.69,1.17
2,0,92.99,92.57,3.59,5.02,20.56,22.19,5.61,100.78,7.2,1.2
2.16,0,85.34,86.1,3.91,4.63,21.15,23.37,6.29,100.5,5,-999
1.95,0,85.67,85.33,3.47,4.74,20.94,23.08,5.52,100.39,4.94,1.04
1.14,0,86.1,85.85,2,4.76,20.77,23.16,3.08,100.3,5.86,1.02
1.12,0,73.95,84.3,1.84,4.06,19.83,20.58,2.77,100.46,7.81,0.91
1.35,0,72.93,85.52,2.1,3.96,18.39,18.33,2.91,100.45,8.18,0.89
1.19,0,75.18,84.15,1.93,4.09,18.55,19.02,2.82,100.12,7.14,1
1.41,0,84.6,84.3,2.29,4.63,19,19.8,3.33,99.93,7.14,1.02
1.8,0,69.82,80.29,2.98,3.82,16.84,17.58,4.48,100.08,5.07,0.87
1.85,0,80.48,81.51,2.82,4.44,15.28,14.69,3.72,100.44,7.08,0.95
2.19,0.01,57.74,79.45,3.31,3.09,14.56,13.74,4.59,100.42,8.42,0.72
2.45,0,54.97,74.77,3.95,3.03,15.59,15.37,5.98,100.36,6.04,0.68
3.59,0,82.02,81.84,5.73,4.65,15.21,15.49,8.22,100.99,2.99,0.85
1.91,0,80.96,80.77,3.2,4.44,15.61,16.51,4.9,100.84,5,0.86
1.12,0,77.28,78.23,1.76,4.34,14.79,15.72,2.48,100.81,6.29,0.84
1.17,0,69.43,74.3,1.84,3.93,14.76,15.51,2.59,100.73,5.55,0.76
1.71,0,60.11,74.2,2.61,3.39,14.29,14.23,3.56,100.7,6.65,-999
1.23,0,70.37,74.73,1.88,3.93,15.06,16.46,2.61,100.8,6.1,0.73
1.2,0,61.55,70.12,1.84,3.49,15.3,17.73,2.49,100.96,5.13,0.64
1.44,0,58.81,69.17,2.28,3.23,15.78,17.12,3.21,100.79,5.07,0.63
2.37,0.05,67.35,70.39,3.61,3.75,14.76,14.31,5.12,100.74,7.39,0.69
1.57,0.09,65.75,70.75,2.49,3.49,16.37,16.34,3.7,101.12,8.3,0.7
1.79,0.02,63.53,68.27,2.8,3.48,17.18,18.06,3.93,100.73,8.24,0.66
3.93,0.57,66.46,72.58,5.84,3.63,13.5,12.77,7.7,99.77,6.84,0.65
2.98,0.07,67.84,69.77,4.38,3.74,12.31,11.23,5.9,99.58,5.92,0.52
4.1,0.19,58.23,70.43,6.17,3.23,11.15,10.53,8.39,99.93,4.46,0.5
1.97,0,64.02,68.13,2.93,3.6,9.9,9.48,4.04,101.05,3.6,0.48
1.66,0.19,65.98,67.66,2.39,3.64,11.29,11.04,3.17,101.21,5.74,0.57
1.34,0.19,41.84,66.83,1.93,2.24,10.37,10.58,2.45,100.77,6.23,0.45
1.31,0,63.38,64.36,1.94,3.58,10.4,10.55,2.65,100.74,5.55,0.52
2.88,4.17,28.47,63.5,4.46,1.46,10.58,10.58,6.25,100.85,7.57,0.32
1.63,0.06,63.43,64.97,2.54,3.49,10.63,10.15,3.63,101.32,6.04,0.56
0.89,0.02,65.66,65.7,1.45,3.5,11.83,12.46,2.09,101.35,7.32,0.57
1.91,0.11,64.13,64.57,3.28,3.58,12.57,13.26,4.99,100.54,7.39,0.55
2.77,10.99,25.09,62.93,4.47,1.26,12.43,12.94,6.94,100.11,8.91,0.29
2.32,4.85,42.43,61.81,3.8,2.28,12.17,12.59,5.87,100.66,8.36,0.42
1.6,0.35,52.98,61.41,2.5,2.93,10.87,11.44,3.55,101.44,6.65,0.5
1.76,0,60.43,61.94,2.84,3.36,10.41,11.29,4.06,101.33,4.94,0.51
1.85,0,49.15,60.31,3.02,2.79,9.83,10.19,4.45,101.11,4.94,0.46
1.94,0.04,53.35,59.54,2.9,3,10.12,10.23,3.99,100.68,5.86,0.46
2.11,0.06,56.15,60.21,3.21,3.08,11.4,11.29,4.52,100.58,6.96,0.41
1.8,0.02,58.79,59.24,2.81,3.27,10.76,11.01,4.04,100.85,6.41,0.41
3.07,0.04,59.24,59.73,4.77,3.34,10.97,10.87,6.77,101.18,6.16,0.45
3.08,0,59.63,59.85,5,3.41,10.3,10.57,7.52,101.28,4.46,0.47
1.41,0,58.76,58.95,2.14,3.36,8.66,10.18,2.89,101.25,4.27,0.45
1.67,0,57.52,58,2.53,3.29,8.44,9.93,3.42,101.29,4.7,0.46
1.3,0,55.92,56.37,1.93,3.2,9,10.3,2.57,101.19,5.13,0.41
1.8,0,56.59,56.8,2.66,3.2,9.87,10.55,3.7,101.39,6.23,0.38
1.65,0,54.23,56.58,2.64,3.04,10.01,10.8,3.82,101.13,5.62,0.38
1.61,0,51.99,54.17,2.62,2.92,10.44,11.11,3.83,100.92,5.31,0.37
1.51,0,47.81,51.38,2.51,2.71,10.46,11.13,3.67,101.34,5.25,0.32
1.35,0,53.12,53.52,2.16,2.98,9.98,11.55,3.02,101.34,4.94,0.36
1.34,0.02,30.61,51.91,2.12,1.69,9.17,10.12,2.98,101.37,5.62,0.25
1.87,0.03,44.31,53.51,3.08,2.47,10.59,10.89,4.88,101.42,6.47,0.34
2.81,0,53.57,53.71,4.91,3.05,12.09,13.26,7.87,101.1,4.94,0.35
1.28,0.02,53.55,53.64,2.18,3.1,10.55,13.15,3.35,101.03,4.94,0.33
1.64,0.04,47.98,51.88,2.73,2.69,9.65,11.23,3.98,100.75,5.37,0.31
2.41,0.1,49.16,52.41,3.8,2.84,10.6,11.6,5.38,100.64,6.35,0.31
2.16,5.02,30.64,52.77,3.23,1.68,9.85,9.44,4.55,100.95,6.04,0.22
1.88,2.71,30.31,51.49,3,1.62,10.69,10.82,4.64,100.86,7.14,0.24
2.71,15.23,21.05,51.19,4.25,1.1,10.3,10.42,6.25,101,7.32,0.19
2.24,0.6,54.34,54.33,3.39,3.03,9.19,9.17,4.68,101.38,5.8,0.34
0.95,0.02,39.5,51.8,1.38,2.17,8.7,9.93,1.84,101.51,6.04,0.29
1.59,2.24,41.34,51.26,2.42,2.21,9.8,9.9,3.43,101.11,6.71,0.3
3.02,7.18,48.36,52.54,4.71,2.69,10.1,10.35,6.83,100.74,6.41,0.31
1.84,0,52.93,53,2.92,2.99,9.08,9.86,4.27,101.49,5.37,0.32
1.31,0.02,52.04,52.53,1.94,2.94,8.27,9.78,2.61,101.76,5.8,0.34
1.29,0,52.72,52.99,1.89,2.98,8.21,10.34,2.49,101.45,5.86,0.34
1.77,0.05,50.39,52.18,2.77,2.88,9.06,9.05,4.08,100.83,6.71,0.31
2.32,0.05,52.56,53.2,3.79,3.02,9.08,9.41,5.69,101.11,5.49,0.31
2.74,0,50.85,52.95,4.3,2.93,7.58,7.3,6.2,101.3,3.97,0.3
2.73,0.05,43.06,48.22,4.12,2.47,7.56,6.92,5.4,101.32,4.21,0.27
2.82,5.47,22.11,50.03,4.54,1.16,9.91,10.72,6.92,100.8,7.26,0.18
1.79,0.96,48.12,52.69,2.98,2.68,9.62,10.61,4.72,101.13,6.9,0.29
1.74,0.62,48.66,51.15,2.73,2.75,8.9,8.99,3.97,100.24,5.86,0.27
2.36,0.98,42.48,51.54,3.51,2.36,8.37,8.44,4.68,100.05,5.62,0.23
1.73,0.01,51.13,51.93,2.72,2.98,7.61,8.75,3.9,101.31,5.07,0.28
1.82,0.84,45.83,52.54,2.72,2.57,8.95,9.76,3.82,101.49,6.35,0.3
2.42,0.1,52.88,53.64,3.92,2.94,9.61,9.89,5.91,101.13,6.16,0.3
1.23,0.41,44.27,52.86,1.94,2.42,8.96,9.65,2.7,101.02,5.98,0.27
1.17,2.6,20.58,50.9,1.74,1.05,9.48,9.54,2.44,101.26,7.02,0.17
1.1,0.39,28.21,51.84,1.59,1.48,9.22,9.85,2.11,101.22,7.08,0.23
3.03,8.02,29.23,52.84,4.88,1.54,10.21,10.75,7.2,100.97,7.51,0.21
1.09,0.13,47.17,54.55,1.7,2.63,8.83,9.58,2.29,101.33,5.98,0.28
1.07,0.99,31.14,51.58,1.56,1.64,8.3,9.3,2.06,101.26,6.41,0.22
1.84,0.53,46.34,54.56,2.85,2.58,8.96,8.81,4.1,101.2,6.29,0.31
1.7,0.9,38.58,56.3,2.55,2.09,8.48,9.12,3.46,101.37,6.1,0.28
1.74,0.01,56.15,56.72,2.8,3.11,8.38,8.89,4.05,101.36,5.37,0.37
0.79,0.14,36.55,56.33,1.16,1.95,8.69,9.58,1.54,101.43,6.23,0.29
